name	domain	frameworks	description
implementing-taxii-server-with-opentaxii	threat-intelligence	NIST-CSF;MITRE-ATTACK	Deploy and configure an OpenTAXII server to share and consume STIX-formatted cyber threat intelligence using the TAXII 2.1 protocol for automated indicator exchange between organizations.
implementing-threat-intelligence-lifecycle-management	threat-intelligence	NIST-CSF;MITRE-ATTACK	Implement a structured threat intelligence lifecycle encompassing planning, collection, processing, analysis, dissemination, and feedback stages to produce actionable intelligence for organizational decision-making.
implementing-threat-modeling-with-mitre-attack	soc-operations	NIST-CSF;MITRE-ATTACK;NIST-AI-RMF;ATLAS	Implements threat modeling using the MITRE ATT&CK framework to map adversary TTPs against organizational assets, assess detection coverage gaps, and prioritize defensive investments. Use when SOC teams need to align detection engineering with threat landscape, conduct threat assessments for new environments, or justify security tool procurement.
implementing-ticketing-system-for-incidents	soc-operations	NIST-CSF;MITRE-ATTACK	Implements an integrated incident ticketing system connecting SIEM alerts to ServiceNow, Jira, or TheHive for structured incident tracking, SLA management, escalation workflows, and compliance documentation. Use when SOC teams need formalized incident lifecycle management with automated ticket creation, assignment routing, and resolution tracking.
implementing-usb-device-control-policy	endpoint-security	NIST-CSF;MITRE-ATTACK	Implements USB device control policies to restrict unauthorized removable media access on endpoints, preventing data exfiltration and malware introduction via USB devices. Use when deploying device control via Group Policy, Intune, or EDR platforms to enforce USB restrictions. Activates for requests involving USB control, removable media policy, device control, or data loss prevention via USB.
implementing-velociraptor-for-ir-collection	incident-response	NIST-CSF;MITRE-ATTACK	Deploy and configure Velociraptor for scalable endpoint forensic artifact collection during incident response using VQL queries, hunts, and pre-built artifact packs across Windows, Linux, and macOS environments.
implementing-vulnerability-management-with-greenbone	vulnerability-management	NIST-CSF;MITRE-ATTACK	Deploy and operate Greenbone/OpenVAS vulnerability management using the python-gvm library to create scan targets, execute vulnerability scans, and parse scan reports via GMP protocol.
implementing-vulnerability-remediation-sla	vulnerability-management	NIST-CSF;MITRE-ATTACK	Vulnerability remediation SLAs define mandatory timeframes for patching or mitigating identified vulnerabilities based on severity, asset criticality, and exploit availability. Effective SLA programs
implementing-vulnerability-sla-breach-alerting	vulnerability-management	NIST-CSF;MITRE-ATTACK	Build automated alerting for vulnerability remediation SLA breaches with severity-based timelines, escalation workflows, and compliance reporting dashboards.
implementing-web-application-logging-with-modsecurity	web-application-security	NIST-CSF;MITRE-ATTACK;NIST-AI-RMF;ATLAS	Configure ModSecurity WAF with OWASP Core Rule Set (CRS) for web application logging, tune rules to reduce false positives, analyze audit logs for attack detection, and implement custom SecRules for application-specific threats. The analyst configures SecRuleEngine, SecAuditEngine, and CRS paranoia levels to balance security coverage with operational stability. Activates for requests involving WAF configuration, ModSecurity rule tuning, web application audit logging, or CRS deployment.
implementing-zero-knowledge-proof-for-authentication	cryptography	NIST-CSF;MITRE-ATTACK	Zero-Knowledge Proofs (ZKPs) allow a prover to demonstrate knowledge of a secret (such as a password or private key) without revealing the secret itself. This skill implements the Schnorr identificati
implementing-zero-standing-privilege-with-cyberark	identity-access-management	NIST-CSF;MITRE-ATTACK	Deploy CyberArk Secure Cloud Access to eliminate standing privileges in hybrid and multi-cloud environments using just-in-time access with time, entitlement, and approval controls.
implementing-zero-trust-dns-with-nextdns	zero-trust-architecture	NIST-CSF;MITRE-ATTACK	Implement NextDNS as a zero trust DNS filtering layer with encrypted resolution, threat intelligence blocking, privacy protection, and organizational policy enforcement across all endpoints.
implementing-zero-trust-for-saas-applications	zero-trust-architecture	NIST-CSF;MITRE-ATTACK	Implementing zero trust access controls for SaaS applications using CASB, SSPM, conditional access policies, OAuth app governance, and session controls to enforce identity verification, device compliance, and data protection for cloud-hosted services.
implementing-zero-trust-in-cloud	cloud-security	NIST-CSF;MITRE-ATTACK	This skill guides organizations through implementing zero trust architecture in cloud environments following NIST SP 800-207 and Google BeyondCorp principles. It covers identity-centric access controls, micro-segmentation, continuous verification, device trust assessment, and deploying Identity-Aware Proxy to eliminate implicit network trust in AWS, Azure, and GCP environments.
implementing-zero-trust-network-access-with-zscaler	zero-trust-architecture	NIST-CSF;MITRE-ATTACK	Implement Zero Trust Network Access using Zscaler Private Access (ZPA) to replace traditional VPN with identity-based, context-aware access to private applications through the Zscaler Zero Trust Exchange.
implementing-zero-trust-network-access	cloud-security	NIST-CSF;MITRE-ATTACK	Implementing Zero Trust Network Access (ZTNA) in cloud environments by configuring identity-aware proxies, micro-segmentation, continuous verification with conditional access policies, and replacing traditional VPN-based access with BeyondCorp-style architectures across AWS, Azure, and GCP.
implementing-zero-trust-with-beyondcorp	zero-trust	NIST-CSF;MITRE-ATTACK	Deploy Google BeyondCorp Enterprise zero trust access controls using Identity-Aware Proxy (IAP), context-aware access policies, device trust validation, and Access Context Manager to enforce identity and posture-based access to GCP resources and internal applications.
implementing-zero-trust-with-hashicorp-boundary	zero-trust-architecture	NIST-CSF;MITRE-ATTACK	Implement HashiCorp Boundary for identity-aware zero trust infrastructure access management with dynamic credential brokering, session recording, and Vault integration.
integrating-dast-with-owasp-zap-in-pipeline	devsecops	NIST-CSF;MITRE-ATTACK	This skill covers integrating OWASP ZAP (Zed Attack Proxy) for Dynamic Application Security Testing in CI/CD pipelines. It addresses configuring baseline, full, and API scans against running applications, interpreting ZAP findings, tuning scan policies, and establishing DAST quality gates in GitHub Actions and GitLab CI.
integrating-sast-into-github-actions-pipeline	devsecops	NIST-CSF;MITRE-ATTACK	This skill covers integrating Static Application Security Testing (SAST) tools—CodeQL and Semgrep—into GitHub Actions CI/CD pipelines. It addresses configuring automated code scanning on pull requests and pushes, tuning rules to reduce false positives, uploading SARIF results to GitHub Advanced Security, and establishing quality gates that block merges when high-severity vulnerabilities are detected.
intercepting-mobile-traffic-with-burpsuite	mobile-security	NIST-CSF;MITRE-ATTACK	Intercepts and analyzes HTTP/HTTPS traffic from mobile applications using Burp Suite proxy to identify insecure API communications, authentication flaws, data leakage, and server-side vulnerabilities. Use when performing mobile application penetration testing, assessing API security, or evaluating client-server communication patterns. Activates for requests involving mobile traffic interception, Burp Suite mobile proxy, API security testing, or mobile HTTPS analysis.
investigating-insider-threat-indicators	soc-operations	NIST-CSF;MITRE-ATTACK	Investigates insider threat indicators including data exfiltration attempts, unauthorized access patterns, policy violations, and pre-departure behaviors using SIEM analytics, DLP alerts, and HR data correlation. Use when SOC teams receive insider threat referrals from HR, detect anomalous data movement by employees, or need to build investigation timelines for potential insider threats.
